Par,48,42,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
RI Marajó,4.0,3658823529411765.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Afuá,37.0,3.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Anajás,37.0,33.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Bagre,37.0,34.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Breves,37.0,28.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Cachoeira do Arari,45.0,42.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Chaves,3.0,31.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Curralinho,35.0,35.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Gurupá,37.0,31.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
Melgaço,31.0,32.0,8 Marajó,11,Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,20,Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo,..\..\Desktop\tabelas-powerBI\8 Marajó\Tabela 11 - Índice de Desenvonvimento da Educação Básica - IDEB (Escola Pública) - 2023 ri marajo.xlsx,Marajó
