Par,913,978,981,67,0,15,2,22,04,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba,variavel,valor
RI Rio Caeté,88.7,-,98.7,8.5,-,1.2,2.8,-,0.09999999999999999,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,9488000000000002.0
Augusto Corrêa,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,958.0
Bonito,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,915.0
Bragança,88.7,-,99.7,8.5,-,0,2.8,-,0.3,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,942.0
Cachoeira do Piriá,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,983.0
Capanema,-,-,99.5,-,-,0.5,-,-,0,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,935.0
Nova Timboteua,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,954.0
Peixe-Boi,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,974.0
Primavera,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,966.0
Quatipuru,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,935.0
Salinópolis,-,-,96.9,-,-,3.1,-,-,0,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,932.0
Santa Luzia do Pará,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,944.0
Santarém Novo,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,95.0
São João de Pirabas,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,942.0
Tracuateua,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,967.0
Viseu,-,-,-,-,-,-,-,-,-,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,935.0
Fonte: MEC - INEP,,,,,,,,,,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,
Elaboração: FAPESPA,,,,,,,,,,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97,
RI Rio Caeté,88.7,-,98.7,8.5,-,1.2,2.8,-,0.09999999999999999,9 Rio Caeté,9,"Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete",20,"Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete","..\..\Desktop\tabelas-powerBI\9 Rio Caeté\Tabela 9 - Taxas de Aprovação, Reprovação e Abandono no Ensino Médio por Dependência Administrativa - 2024 ri rio caete.xlsx",Rio Caeté,97_2,9494000000000000.0
