EstadoMunicpio,rea_de_Floresta_km,Hidrografia_km,regiao,tabela_num,titulo,ano,arquivo,arquivo_path,aba
Pará,8144011.0,439279.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
RI Araguaia,8711020000000001.0,1.2516999999999998e+16,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Água Azul do Norte,23031.0,0.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Bannach,693.0,0.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Conceição do Araguaia,7422.0,1171.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Cumaru do Norte,81144.0,0.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Floresta do Araguaia,2979.0,454.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Ourilândia do Norte,94066.0,36.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Pau D'Arco,313.0,0.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Redenção,4597.0,0.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Rio Maria,539.0,75.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Santa Maria das Barreiras,1747.0,49.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Santana do Araguaia,33647.0,649.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
São Félix do Xingu,584184.0,939.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Sapucaia,122.0,0.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Tucumã,1996.0,76.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Xinguara,3896.0,176.0,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Fonte: INPE/PRODES,,,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
Elaboração: FAPESPA,,,2 Araguaia,34,Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,20,Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia,..\..\Desktop\tabelas-powerBI\2 Araguaia\Tabela 34 - Área de Floresta (km²) e Hidrografia (km²) por Região de Integração - 2022 (SERIE ENCERRADA) ri araguaia.xlsx,Araguaia
